url_commit, message
https://github.com/cypress-io/cypress-documentation/commit/d3161bfb3d560da2ff47cfa4940c7c9e95cf4845,"7.4.0 Release (#3928)

Co-authored-by: Chris Breiding <chrisbreiding@users.noreply.github.com>"
https://github.com/cypress-io/cypress-documentation/commit/338cead0e6c9e75d6535bd761c5adf017b7630eb,"Remove superfluous reference to .cache

Cypress by default caches its binaries to `~/.cache`, but since this can't be cached by GitLab CI the docs suggests to change the cache directory like this: `CYPRESS_CACHE_FOLDER: ""$CI_PROJECT_DIR/cache/Cypress""`. It then tells you to cache the new cache directory: `- cache/Cypress`. This means that caching `.cache/*` is superfluous."
https://github.com/cypress-io/cypress-documentation/commit/e757cf3b820b65f3c135d8112daeb78e1352ac7d,"show example of setting baseUrl per test (#3943)

* show example of setting baseUrl per test

* should be Cypress.env"
https://github.com/cypress-io/cypress-documentation/commit/3b08487c18783b9028d65463b3a374c9c1ba5d6c,"Merge pull request #3939 from filiphric/patch-3

Update course list"
https://github.com/cypress-io/cypress-documentation/commit/41ef2e7af7a446e0a9a48e05a338a69b30900b03,"Merge pull request #3941 from josebsanchez/patch-1

Fix typo: cognito"
https://github.com/cypress-io/cypress-documentation/commit/1e0059d99fa7faca583e635fe2b0ee615f96404b,"Fix typo: cognito

Reference: https://github.com/cypress-io/cypress-realworld-app/blob/develop/package.json"
https://github.com/cypress-io/cypress-documentation/commit/4a5bbc15b4c58a543f90630b02ed5ba5acbf5db3,clarify visibility of multiple elements (#3940)
https://github.com/cypress-io/cypress-documentation/commit/d947ba339729aa890e2998db0c3c21f411745d8c,"Update course list

- add Test automation university course
- delete the old Udemy course"
https://github.com/cypress-io/cypress-documentation/commit/aa87d2d04a14b097b9fb265e4387fb13d16d7c04,"Merge pull request #3938 from cypress-io/dx-295-ci-setup-example-code-is-out-of-date

Update guides to use latest cypress/base image"
https://github.com/cypress-io/cypress-documentation/commit/f8befa18d8841935a6dc41429ce517fce21d8d9b,Update guides to use latest cypress/base image
https://github.com/cypress-io/cypress-documentation/commit/93e735e63986094b41d05020dd4694352a491660,wip
https://github.com/cypress-io/cypress-documentation/commit/0aff4317525b0bd9b5e0e6c131318e94f5192cbf,wip
https://github.com/cypress-io/cypress-documentation/commit/1edad18b44d03e52a215e8c38f2a7c49e0ab95d2,"Merge pull request #3932 from cypress-io/dx-220-add-fullstory-to-docs-site

feat: add fullstory to documentation site"
https://github.com/cypress-io/cypress-documentation/commit/22d77294ee23c1678d9703f339d2875ec9640640,"Fix npmjs pathes in migration guide (#3935)

fix: links to npm packages"
https://github.com/cypress-io/cypress-documentation/commit/7081cbe65aa37e2a009d7a6264548559f99b3c1e,Merge branch 'master' into dx-219-spike-investigate-current-menu-nesting
https://github.com/cypress-io/cypress-documentation/commit/b614fe9d36dfea57b9567fc87c2173c81fdf876f,"Merge pull request #3904 from harlan-zw/feat/nuxt-build-optimisations

feat: add nuxt-build-optimisations module"
https://github.com/cypress-io/cypress-documentation/commit/9b0111c973a9aa1b097463c32d259bcf36c29692,"Update plugins.json (#3823)

Add MailSlurp plugin for sending and receiving emails in cypress tests."
https://github.com/cypress-io/cypress-documentation/commit/49bd933c7131756ed411a407f9067178f8bbc23b,suggest using cy.contains (#3934)
https://github.com/cypress-io/cypress-documentation/commit/8456af4231f4fc447e2be3bc9c0a4b0a4ccd7682,fix: add logic check to ensure FS is only loaded on prod
https://github.com/cypress-io/cypress-documentation/commit/268af51dea07bc8eb376c39c5beda8ee3d1a72dc,feat: add fullstory to documentation site
https://github.com/cypress-io/cypress-documentation/commit/90ed3c43190731eb0ba25270726494cdd846a0f7,"update docker usage notes (#3865)

Co-authored-by: Jennifer Shehane <shehane.jennifer@gmail.com>"
https://github.com/cypress-io/cypress-documentation/commit/8981cf4147a30c75172f46e51827d70ac0edd830,wip: adding menuTitle front-matter to docs with differing menuTitles
https://github.com/cypress-io/cypress-documentation/commit/0cc643ac1defc7d1f4f225b15a03748595f78a5e,add link to the example repo (#3905)
https://github.com/cypress-io/cypress-documentation/commit/8039b6f77df5b3687c383d6432dbdb1e936bdd53,"add section on how to find more examples (#3920)

* add section on how to find more examples

* Update content/examples/examples/applications.md

Co-authored-by: Jennifer Shehane <jennifer@cypress.io>"
https://github.com/cypress-io/cypress-documentation/commit/fe1bc307794789764aa8648ce61151b97e24c394,Fix typo in the given example (#3930)
https://github.com/cypress-io/cypress-documentation/commit/375ba1c358c89c15bbc2f01ca68e0ca4709c36f6,Fixed link to visual testing plugin section (#3887)
https://github.com/cypress-io/cypress-documentation/commit/9d36bbcbf0d02b6925081d21cd287cc72a6344b3,fix: add HTMLElement related cy.then doc. (#3796)
https://github.com/cypress-io/cypress-documentation/commit/2d7e9b4cb7cd8a5c8f85dcbe0ae5a9146d6ce474,Fix typo in visual testing guide (#3922)
https://github.com/cypress-io/cypress-documentation/commit/b19339614da174757d18e36c1692b5168eae1d69,Update default screen size to reflect new size since 7.0 (#3925)
https://github.com/cypress-io/cypress-documentation/commit/54c004a1697a54d6f85d2c5c166e151358dc5ef0,"Merge pull request #3929 from cypress-io/kevin/ci-provider-example-headers

Remove provider link from header on CI Provider Examples page"
https://github.com/cypress-io/cypress-documentation/commit/96116738ae36daf6eefeff32d9c9aebf1724cd95,Remove provider link from header on CI Provider Examples page
https://github.com/cypress-io/cypress-documentation/commit/1e360a0dfc98647252307b84f0f8cf14ad16bda0,"Merge pull request #3924 from cypress-io/dx-47-update-aws-codebuild-missing-committer

Update AWS CodeBuild Guide to set Git COMMIT_INFO variables"
https://github.com/cypress-io/cypress-documentation/commit/d94307d9433184cdbe5b6b68c4098d7e4ff86bac,Add missing item to 7.3.0 changelog (#3918)
https://github.com/cypress-io/cypress-documentation/commit/21a1e54fceadaa5b62c7d2b399ed147e7145e02a,"Merge pull request #3926 from cypress-io/kevin/ci-intro-copy-update

DX-198 Update CI providers initial copy"
https://github.com/cypress-io/cypress-documentation/commit/c54ae8b4a7453879ae13351ab572b67247a5291e,Update CI providers initial copy
https://github.com/cypress-io/cypress-documentation/commit/96ea34582dc579fe9edea8b8d997cf3953cd43b2,"Merge pull request #3917 from cypress-io/kevin/ci-docs-improvements

CI Docs Improvements"
https://github.com/cypress-io/cypress-documentation/commit/eff68096758392d548b3162710f55d487fff04aa,Update AWS CodeBuild Guide to set Git COMMIT_INFO variables
https://github.com/cypress-io/cypress-documentation/commit/fe2c9ff3e235246e75efd4354f80a5562671a260,update CI providers order in sidebar
https://github.com/cypress-io/cypress-documentation/commit/df78286d39c446863d1d27d2e25441d896bfc921,add layerci example
https://github.com/cypress-io/cypress-documentation/commit/0cdc2ade465dfee7b4883845c8002baa0355915d,Merge branch 'master' into kevin/ci-docs-improvements
https://github.com/cypress-io/cypress-documentation/commit/2a64ee779f33da8689be785cc3ac87bca4cb32f9,add github actions guide section and refactor
https://github.com/cypress-io/cypress-documentation/commit/a16238fe6610f247f393ca339c167c5d881db827,add circleci guide section
https://github.com/cypress-io/cypress-documentation/commit/593b8e5ad27b80eaa648518fa61c9422dfdcffd5,refactors to guides and examples sections
https://github.com/cypress-io/cypress-documentation/commit/927bc1ba0ec19e13ddadaa96317533cd40c36f6c,add font awesome icons
https://github.com/cypress-io/cypress-documentation/commit/2ae610b41943180a584c0e59dfa01a1356d1479f,"DX-75 Update Command API: `cy.intercept`, Phase I (#3900)

* DX-79 DX-87 update intro, move cy.route comparison

* DX-103 update Usage section

* add section, glob matching urls

* update sections Arguments and Examples, match url

* update Arguments and Examples sections, method

* DX-81 convert `routeMatcher` snippet to table

* DX-81 convert `StaticResponse` snippet to table

* fix link

* DX-80 move `routeMatcher` arg example snippet

* move GraphQL examples to their own GraphQL section

* add section, aliasing a route, callout to graphQL

* DX-75 add subheadings to snippets for linkability

* DX-88 add `routeHandler` section

* convert response (res) object snippets to tables

* DX-122 cleanup notes and see also sections

* DX-117 add incorrect usage

* update incorrect usage snippet with comments

* keeping Gleb's resources until TODO is complete

* update url argument and Incorrect Usage sections

* update StaticResponse objects section, fix table

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* DX-183 omitting Incorrect Usage

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* update Usage section

* update Arguments section, url

* Update section, Aliasing a Route

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* update section Asserting on a request

* Update content/api/commands/intercept.md

* update section, Verifying the request modification

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* add example to dynamically set the alias

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* add link to examples

* Update content/api/commands/intercept.md

* update `destroy` example

* add link to more details about `req.continue()`

* add link to more info about req.reply

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* revert changes per DX-86

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

Co-authored-by: Zach Bloomquist <github@chary.us>

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* Update content/api/commands/intercept.md

* add `times` example back in

Co-authored-by: Zach Bloomquist <github@chary.us>"
https://github.com/cypress-io/cypress-documentation/commit/57e479b6cdd44d77ff50d5a5fb1098eed1e49024,add remaining providers and update links to examples in kitchensink
https://github.com/cypress-io/cypress-documentation/commit/f08b5e4045629ca14a7016de2bda7059eaac97a5,"7.3.0 Release (#3893)

Co-authored-by: Gleb Bahmutov <bahmutov@yahoo.com>
Co-authored-by: Adam Gastineau <adamg@cypress.io>
Co-authored-by: Zach Bloomquist <github@chary.us>
Co-authored-by: Zach Bloomquist <git@chary.us>"
https://github.com/cypress-io/cypress-documentation/commit/86ce4632d469bddfab12e71c4b50752aef580519,add ci providers
https://github.com/cypress-io/cypress-documentation/commit/ade06e2ff3c264f0f942932bb59a2bd753f46a70,DX-198 Move Basic CI examples to CI Provider Examples
https://github.com/cypress-io/cypress-documentation/commit/b6cd6d42c230fdecda6545fb210649abc3e9964a,DX-192 Move Circle CI content into dedicated page
https://github.com/cypress-io/cypress-documentation/commit/9fa3ecf3795fef5a29d68b6a5e02992cdbb17900,DX-195 Move Docker section into setting up CI section
https://github.com/cypress-io/cypress-documentation/commit/b47e74e9addd38d49d81e02bb7b346347564f776,DX-194 Move GHA Video to GHA Guide
https://github.com/cypress-io/cypress-documentation/commit/9db0dd50029f3b9868f1fa4320946e1b12981b16,"Merge pull request #3914 from cypress-io/update-ct-framework-docs

docs: minor improvements to CT framework config docs"
https://github.com/cypress-io/cypress-documentation/commit/9f23b6fd095d23237ad4144980143564b6e45b30,docs: update example repo link
https://github.com/cypress-io/cypress-documentation/commit/c6a1fc289140ad58df1cdfbe61197494aa18fb78,"Add example of how to delete recorded video for specs with no retries (#3913)

Co-authored-by: Gleb Bahmutov <bahmutov@yahoo.com>"
https://github.com/cypress-io/cypress-documentation/commit/004841b97eeccc68325919348230bb12710ba191,"Merge pull request #3912 from cypress-io/DX-189-remove-bit-about-unit-testing

DX-189 remove Unit section"
https://github.com/cypress-io/cypress-documentation/commit/a228a1f8c96c3e695293e9be593483fca20e70c4,"remove section, Unit"
https://github.com/cypress-io/cypress-documentation/commit/d8bddf99642105d5da3ca8cdf6e4a99ddfa2a909,"docs: component testing framework docs (#3883)

* wip: component testing framework docs

* add guides on next.js with webpack 4 and 5

* add more details about nextjs

* docs: add info about Vue CLI

* docs: Vue 3

* docs: document Nuxt

* docs for Vite

* Update content/guides/component-testing/framework-specific-guides.md

Co-authored-by: Michel EDIGHOFFER <edimitchel@gmail.com>

* update title of page

* fix tests

* docs: add example projects

* add file location as comment:

* fix: alert box formatting

* fix: spelling and typos

* fix: npm install dev dep cli arg

* formatting: wrap note in alert box

* fix: npm install dev dep cli arg

* formatting: add note for vue cli dep

* formatting: make pwa caveat a warning alert

* fix: npm install dev dep cli arg

* formatting: wrap next dep note in info box

* formatting: making nextjs caveat an warning alert

* fix: grammar

* fix: npm install arg

* formatting: wrap nuxt dep note in info alert box

Co-authored-by: Michel EDIGHOFFER <edimitchel@gmail.com>
Co-authored-by: Amir Rustamzadeh <amirrustam@gmail.com>"
https://github.com/cypress-io/cypress-documentation/commit/bb068881b05337ba72d1a0e547b3c6aec3d9a7b3,[TS] Use a one file model for typing custom commands (#3906)
https://github.com/cypress-io/cypress-documentation/commit/b9095e168754181fe64c141b15d4cc3c3e7ae6b1,update names for eslint plugins to clarify what they do (#3901)
https://github.com/cypress-io/cypress-documentation/commit/161e67064c7fea84824fa17e5fcfc507417d19a6,add cypress-grep plugin (#3902)
https://github.com/cypress-io/cypress-documentation/commit/19a7850fd3d7bf8a7a79890cb27944837c3ff630,"add section on types of tests (#3896)

* add section on types of tests

* Add sections for each type of test. Reword some things.

* move test types section to why cypress guide

Co-authored-by: Jennifer Shehane <jennifer@cypress.io>"
https://github.com/cypress-io/cypress-documentation/commit/4239780d9f50d37730cf251a00c81fde494a1237,"explain config from plugin file better (#3908)

* explain config from plugin file better

* Update content/api/plugins/configuration-api.md

Co-authored-by: Kevin Old <kevin@cypress.io>

* Update content/guides/references/configuration.md

Co-authored-by: Kevin Old <kevin@cypress.io>

Co-authored-by: Kevin Old <kevin@cypress.io>"
https://github.com/cypress-io/cypress-documentation/commit/e9f33c575028224bcaac7a7823917f7ffcf4de95,Update list with new course (#3871)
https://github.com/cypress-io/cypress-documentation/commit/92c9e85b9d102f42797149785f330b9e0659252a,feat: add nuxt-build-optimisations module
https://github.com/cypress-io/cypress-documentation/commit/9eec5a73e16e5ef4edb61e80887f49e9bb4fd9d3,Update links to issues to be accurate (#3897)
https://github.com/cypress-io/cypress-documentation/commit/2560bed8c5146278238e67b587d9b8ebf1a43e1f,"explain that Cypress can do API testing (#3895)

* explain that Cypress can do API testing

* Update content/faq/questions/general-questions-faq.md

* add link to the RWA for API testing

Co-authored-by: Jennifer Shehane <jennifer@cypress.io>"
https://github.com/cypress-io/cypress-documentation/commit/bf0aa57c225edbef20f8cf816c91efa74f5cb175,fix typo 'pended' to 'pending' (#3894)
https://github.com/cypress-io/cypress-documentation/commit/294c36746fa00d449c86510122a132ffffb9f537,"explain test statuses (#3889)

* explain test statuses

* Update content/guides/core-concepts/writing-and-organizing-tests.md

Co-authored-by: Matt Hamil <matthamil@users.noreply.github.com>

* Minor updates

Co-authored-by: Matt Hamil <matthamil@users.noreply.github.com>
Co-authored-by: Jennifer Shehane <jennifer@cypress.io>"
https://github.com/cypress-io/cypress-documentation/commit/8311308e1dc24d21d21ffdc6664c2d0326b39671,"Merge pull request #3890 from samelawrence/master

minor grammar fix to docs"
https://github.com/cypress-io/cypress-documentation/commit/631ab8371bc2790646b3a4f61f998181f6a527ad,Add missing items from the changelog of 7.2.0 (#3891)
https://github.com/cypress-io/cypress-documentation/commit/5816d9d5475518f2fce19d75249ad076f929e030,minor grammar fix to docs
https://github.com/cypress-io/cypress-documentation/commit/0de8f2098aa1c1e7f0ced802aed0b61e41fac5fa,fix: Removed duplicate plugin warnings (#3888)
https://github.com/cypress-io/cypress-documentation/commit/0465fb23a2bab3947ad4fd17b57e6199add81e26,"Merge pull request #3886 from cypress-io/fix/scheduled-sanity-content-cron

fix: checkout code before running publishContent.js script"
https://github.com/cypress-io/cypress-documentation/commit/41c94c7c587b13bdd524f3e12df14ffebc25b220,fix: checkout code before running publishContent.js script
https://github.com/cypress-io/cypress-documentation/commit/98465a42cf33aa3d9d290b188d868ce360310e5d,"Merge pull request #3874 from visortelle/patch-1

Fix link in introduction.md"
https://github.com/cypress-io/cypress-documentation/commit/170066d50688331f5871102bc470c3159908e57b,"Merge pull request #3880 from cypress-io/fix-gh-link-with-hash

Fix: gh link with hash that has quotes around it."
https://github.com/cypress-io/cypress-documentation/commit/39a3c9bb0aea9855efbae8332502fb9b1b2a0298,"7.2.0 release (#3878)

Co-authored-by: Zach Bloomquist <github@chary.us>"
https://github.com/cypress-io/cypress-documentation/commit/927a964d1f2d7ae2bf4d4bad87d2822bfe176a4c,Fix gh link with hash that has quotes around it.
https://github.com/cypress-io/cypress-documentation/commit/2999ff47166f5716c04ed0cba4289b9a9194c1c8,Fix link in introduction.md
https://github.com/cypress-io/cypress-documentation/commit/4f102670c7dcffb0a7cbee7d8854be0e5f568276,"Merge pull request #3868 from cypress-io/dx-108-add-top-header-announcement-banner

DX-108: add top header announcement banner"
https://github.com/cypress-io/cypress-documentation/commit/8e760e9e0eff0638591eccbaf560eb63d907dcbe,feat(doc): add egdgewords course (#3873)
https://github.com/cypress-io/cypress-documentation/commit/e30918a07ea1078f6bd01b75b296aab3a9bc482f,fix: run publish-scheduled-sanity-content job in 12 hour cron
https://github.com/cypress-io/cypress-documentation/commit/83c85ba89d4298cac381b173d572615ca656d8a9,"Merge pull request #3867 from kryptoslogic/fix-route-deprecation-note-links-1

Fix links in in route() deprecation note"
https://github.com/cypress-io/cypress-documentation/commit/07d98b7df16547f0c7bab875499ec1f950282bc1,Adding cypress-rest-graphql to the plugin list
https://github.com/cypress-io/cypress-documentation/commit/9943a4ba4e63ae9b18ffaa3fe9179fc00f2fefa7,fix: cron to run every 12 hours
https://github.com/cypress-io/cypress-documentation/commit/5c264b0fbaf2f9a73605060b1191d9c5870cdb16,fix: cron in config.yml
https://github.com/cypress-io/cypress-documentation/commit/357ca4916d9d7250e6744600f611a355c8c68d2b,fix: scroll positioning and config.yml
https://github.com/cypress-io/cypress-documentation/commit/d196cd2306eea5dc58df448f3d925c5bbc46476b,"Merge pull request #3862 from cypress-io/add-variables-and-fixtures-links

add new blog post and links about fixtures"
https://github.com/cypress-io/cypress-documentation/commit/498c56f106d8a5dd3d7939fa1ed974dff4e2c0e7,fix: alignment in config.yml
https://github.com/cypress-io/cypress-documentation/commit/079d7182133f4342744bde7c60c975f637f54071,"Merge pull request #3861 from cypress-io/add-mongo

add link to the MongoDB blog post"
https://github.com/cypress-io/cypress-documentation/commit/313891e9a2e6970512270e81f84ba76ca2c32dad,"Merge pull request #3869 from cypress-io/fix/code-block-styles

fix: code-group and code-block style regression"
https://github.com/cypress-io/cypress-documentation/commit/588039ea676a309cdee77ac9c309b7d77057589c,fix: conditionally rendering banner
https://github.com/cypress-io/cypress-documentation/commit/1c0fe052fea348d98514a845d32977ffa5e757d8,fix: code-group and code-block style regression
https://github.com/cypress-io/cypress-documentation/commit/7defb1d1884f4c8b384dbf2f89d4765c50127424,fix: remove sanity-blocks-vue-component plugin
https://github.com/cypress-io/cypress-documentation/commit/0c963e29e64d53436d7d853773f8bd64c6b12fb0,nit: remove space between workflow and jobs list
https://github.com/cypress-io/cypress-documentation/commit/6342a80fb95ae1b3441ae7ac6315f50887085223,nit: newline at end of config.yml
https://github.com/cypress-io/cypress-documentation/commit/4ea331264943a449b50552b2f0016b54ca7c5b44,feat: check for sanity scheduled content every 12 hours and invoke netlify build hook
https://github.com/cypress-io/cypress-documentation/commit/558a04fcd3ff73fb46592e32827fd5e85edc927f,"Fix links in in route() deprecation note

Resolves #3866"
https://github.com/cypress-io/cypress-documentation/commit/9c7aa8836e90afc06789d958e042ecd643c00a76,feat: banners connected to sanity.io cms
https://github.com/cypress-io/cypress-documentation/commit/872006565dbf1976b64c22e3cde23f07802ef99d,feat: add discord and discussions links to footer (#3863)
https://github.com/cypress-io/cypress-documentation/commit/3bc69c949dfd5785f8dc1254096e486b4437d637,add new blog post and links
https://github.com/cypress-io/cypress-documentation/commit/3a6ea972ff7d72d6d9fca61288e457f171853b46,add link to the MongoDB blog post
https://github.com/cypress-io/cypress-documentation/commit/ff32e7a9bde05e93d74df7115278cf892a211d4b,"add link between https warning (#3853)

* add link between https warning

* Update content/faq/questions/using-cypress-faq.md

Co-authored-by: Zach Bloomquist <github@chary.us>"
https://github.com/cypress-io/cypress-documentation/commit/d95d05e1fa3678053853b2af03b3b0b667e3843d,"Merge pull request #3860 from cypress-io/fix/plugins-submit-link

fix: update CONTRIBUTING.md link in directory.md"
https://github.com/cypress-io/cypress-documentation/commit/6948af7a72f33028d9ce5f26498211a993ce4bdd,fix: update CONTRIBUTING.md link in directory.md
https://github.com/cypress-io/cypress-documentation/commit/7fa3efe0efeabc86c457733cf13503003c5c6eed,"Merge pull request #3855 from lychyi/patch-1

Update introduction.md"
https://github.com/cypress-io/cypress-documentation/commit/eea8039a0f28b30648b3d8a6f4aaf25d4486dd0e,"Merge pull request #3859 from cypress-io/fix/3856-code-highlight-regression

fix: #3856 regression"
https://github.com/cypress-io/cypress-documentation/commit/e6acabb6eb5492a604f6a68daba36b388b0a7028,fix: #3856 regression
https://github.com/cypress-io/cypress-documentation/commit/ca199ac76cee68940342c3edbecfe68187b4cb53,"Update introduction.md

I assume you mean package.json here."
https://github.com/cypress-io/cypress-documentation/commit/8de046da5aafa469d7a94252f39b55faa03580e2,"add cy.get vs .find clear explanation (#3844)

* add cy.get vs .find clear explanation

* Update content/api/commands/get.md

Co-authored-by: Amir Rustamzadeh <334337+amirrustam@users.noreply.github.com>

Co-authored-by: Amir Rustamzadeh <334337+amirrustam@users.noreply.github.com>"
https://github.com/cypress-io/cypress-documentation/commit/e36640dc2794a334342bb57d97e2380c82c1d870,add hover video resources (#3834)
https://github.com/cypress-io/cypress-documentation/commit/8fe12c637a9b88b1d7ecc896dd343656697397be,"Fix broken link and content updates for Intercept docs (#3794)

* fix: broken link

* mention both req.reply and req.continue"
https://github.com/cypress-io/cypress-documentation/commit/d603d8104bc6cee4a20d88ebe78e4171d69fea51,add timeout and retry note (#3836)
https://github.com/cypress-io/cypress-documentation/commit/e2142ac25dd30f296e314a2921a2bc8fcc94dbb2,add note about localhost and the same origin (#3843)
https://github.com/cypress-io/cypress-documentation/commit/e0b67c0acacf69029440d6ce60f29de07896c3a4,add invoke attribute id example (#3850)
https://github.com/cypress-io/cypress-documentation/commit/88b7e47f97c80ccd98b4f3084409a1e03f97c95e,add note about electron version (#3852)
https://github.com/cypress-io/cypress-documentation/commit/0a0db98332fd2c28ad9eb49dac7dbe39272ad105,explain the yielded value in cy.within command (#3848)
https://github.com/cypress-io/cypress-documentation/commit/7b64f83a93af0bf6c7ca10e8a375f5b6cd54abf2,chore: fix firefox uncaught:exception sometimes failing test (#3841)
https://github.com/cypress-io/cypress-documentation/commit/cfa418f7f37cc62bcc1790a1cb59b5c5eb83fe41,"Merge pull request #3847 from cypress-io/fix/3845-badge-styles

style: badges no longer span full width of container and appear rounded"
https://github.com/cypress-io/cypress-documentation/commit/87757762a058e121db4a6df844445ade67c493cd,style: badges no longer span full width of container and appear rounded
https://github.com/cypress-io/cypress-documentation/commit/b44bfbcc232763e3ca2df71a19bc8ffae87e107c,"Merge pull request #3839 from cypress-io/dx-95-implement-a-replacement-for-reusable

feat: reusable partials for markdown files"
https://github.com/cypress-io/cypress-documentation/commit/c49042bbcac9adcd2bd735a48e09e505c8d27c3b,nit: wording in error message
https://github.com/cypress-io/cypress-documentation/commit/c5d89d5dc692f004162f4c26ec8a1990209056d1,"fix: add warning when ""file"" attribute is missing in ""include"" directive"
https://github.com/cypress-io/cypress-documentation/commit/937ebedd8b2aea2a0921f75a820021d17703e1e6,fix: link to Partials section in CONTRIBUTING.md
https://github.com/cypress-io/cypress-documentation/commit/ca82456a5cc93742193a677cf359722f2fd5cb7d,docs: note limitation with hot module reloading and partials
https://github.com/cypress-io/cypress-documentation/commit/c7bd6644db44ec4b6ca0f2b2b695033a88b93eb6,chore: remove unused dependencies
https://github.com/cypress-io/cypress-documentation/commit/62ef4745f01a50b72d9d5e5510c8a6b8cf67f71f,fix: remove dev-only partial
https://github.com/cypress-io/cypress-documentation/commit/0444c0afdc94650eb665c65c86c777f2ca7f53a0,feat: partials with ::include{file=FILE_NAME} directive
https://github.com/cypress-io/cypress-documentation/commit/977be17a79f38a328eae3e4345b0737f4121ef15,chore: getting started with vite experimental (#3837)
https://github.com/cypress-io/cypress-documentation/commit/0d2b63fb1938d4c64f95435bbbc090608e49ea33,"Add note how aliases are reset before each test (#3812)

* explain aliases are reset before each test

* add alias note to .as command"
https://github.com/cypress-io/cypress-documentation/commit/413086425cf844a23c75257febd20f3d6e648557,describe how to solve jest types clashes (#3818)
https://github.com/cypress-io/cypress-documentation/commit/7927d184ba157c8d4c9e1b2159e6bc76326d75d9,expand links and examples for text matching (#3819)
https://github.com/cypress-io/cypress-documentation/commit/2a2486b2c93365f4aa61252d62d1b04ae4370abb,"Add note about NODE_DEBUG (#3832)

* add note about NODE_DEBUG

* remove stray line"
https://github.com/cypress-io/cypress-documentation/commit/eed91c0a354f11f80e50cd7e92460f514eb069ef,"Merge pull request #3833 from cypress-io/dx-60-migrate-from-node-sass-to-postcss

Migrate from node-sass to css modules"
https://github.com/cypress-io/cypress-documentation/commit/53914730bf656fbf6a021842c1d4cdd15b0fc860,"Merge pull request #3831 from cypress-io/agg23/CTIntroduction

fix: Improved CT introduction documentation"
https://github.com/cypress-io/cypress-documentation/commit/65d5141023a8f0361a264cec54894ffb480f68b8,styleguide update
https://github.com/cypress-io/cypress-documentation/commit/86fce06efc52916cacd74f0ee92bfd01c70446d8,Update introduction.md
https://github.com/cypress-io/cypress-documentation/commit/0ca752997360a06162092a373f55dd263db86b2a,7.1.0 Release (#3829)
https://github.com/cypress-io/cypress-documentation/commit/d393a3d8c069f0ff0203200e9d78c34c2515b5fa,chore: remove sass dependencies
https://github.com/cypress-io/cypress-documentation/commit/a0ee32165db5aa77f9264d6188404357122331a8,style: main content area text is black
https://github.com/cypress-io/cypress-documentation/commit/393e65524eb54e3346041e539c25649542e208df,style: migrate the rest of the scss to css modules
https://github.com/cypress-io/cypress-documentation/commit/6742396145ff3f42298fa1a269c5b384447d6d13,style: migrate api and examples pages
https://github.com/cypress-io/cypress-documentation/commit/e369848be02e2cd6a44be19e6b0403130f8ed038,style: migrate DocsVideo to css modules
https://github.com/cypress-io/cypress-documentation/commit/b67528f6c4ea06ac8981c402e730ef14c98089c2,style: migrate DocsImage to css modules
https://github.com/cypress-io/cypress-documentation/commit/2df73274be2e8f193f092a0b04dafa085ae2fb73,fix: Improved CT introduction documentation
https://github.com/cypress-io/cypress-documentation/commit/e7ac2571dbeb44d7f2c6dd24594b6ec6735c15e6,style: migrate CodeGroup to css modules; remove unused component CodeBlock
https://github.com/cypress-io/cypress-documentation/commit/49f0bec4a76c3d7e49667f05a7fd2af316d76b76,style: migrate <Alert> to css modules from scss
https://github.com/cypress-io/cypress-documentation/commit/a143e8e5ff719ea86f03e6c22ffe0e7307990cbe,style: migrate TOC and Badge to css modules
https://github.com/cypress-io/cypress-documentation/commit/b9cf9cf964c177d0f7c5a6f1943f6f8e0f839f7e,wip: converted plugins page
https://github.com/cypress-io/cypress-documentation/commit/5c52859d2fc571cf1f78353b3ff2c5f602e65fb0,Merge branch 'master' into dx-60-migrate-from-node-sass-to-postcss
