;repo_name; repo_url; url_commit; message
;electron-vite-vue;https://api.github.com/repos/electron-vite/electron-vite-vue;https://github.com/electron-vite/electron-vite-vue/commit/5791540c366bef6cb98a7afebcb90672ebd81bb0;"chore(deps-dev): bump @playwright/test from 1.20.2 to 1.21.1

Bumps [@playwright/test](https://github.com/Microsoft/playwright) from 1.20.2 to 1.21.1.
- [Release notes](https://github.com/Microsoft/playwright/releases)
- [Commits](https://github.com/Microsoft/playwright/compare/v1.20.2...v1.21.1)

---
updated-dependencies:
- dependency-name: ""@playwright/test""
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>"
;v-calendar;https://api.github.com/repos/nathanreyes/v-calendar;https://github.com/nathanreyes/v-calendar/commit/e1aac755aaa4a4875de57b97f643847001eb4266;Add unit test for `valid-hours`
;vue-chrome-extension-template;https://api.github.com/repos/YuraDev/vue-chrome-extension-template;https://github.com/YuraDev/vue-chrome-extension-template/commit/cc22468459217663f4f89c8fc4d2c522e60455e5;test
;vue-chrome-extension-template;https://api.github.com/repos/YuraDev/vue-chrome-extension-template;https://github.com/YuraDev/vue-chrome-extension-template/commit/87c680d001f056289ce5a7bb80dbd281e065d415;test
;vue-chrome-extension-template;https://api.github.com/repos/YuraDev/vue-chrome-extension-template;https://github.com/YuraDev/vue-chrome-extension-template/commit/22b26a6849315ed76790ce5cb229d1d41c2caafd;test
;N3-admin;https://api.github.com/repos/x-cold/N3-admin;https://github.com/x-cold/N3-admin/commit/c1871176f3e503fc70749c85fba24396f5f1e7a9;feat: 添加测试页面table form login test
;vue-draggable-resizable-gorkys;https://api.github.com/repos/gorkys/vue-draggable-resizable-gorkys;https://github.com/gorkys/vue-draggable-resizable-gorkys/commit/23eab79815be333058197a9836dbc197b2acfff2;test command
;vue-draggable-resizable-gorkys;https://api.github.com/repos/gorkys/vue-draggable-resizable-gorkys;https://github.com/gorkys/vue-draggable-resizable-gorkys/commit/9b4afd145aa060cb5d5b01ed4215154edd83f72b;"Add: auto size, onDrag and onResize callbacks (#_228)
Add: test command
Fix: 原作者更新对此组件的影响
update: 依赖与README_ZH.md"
;doit-vuejs;https://api.github.com/repos/joshua1988/doit-vuejs;https://github.com/joshua1988/doit-vuejs/commit/9ef61c41f525a9eb8d344d820102331199441b21;Updated the code with the latest editing
;vue-sortable;https://api.github.com/repos/sagalbot/vue-sortable;https://github.com/sagalbot/vue-sortable/commit/43e28fc03f98ffb59e9522545cdd31c055618c26;add karma conf & tests
;vuetified;https://api.github.com/repos/codeitlikemiley/vuetified;https://github.com/codeitlikemiley/vuetified/commit/d91fc825ed04259f4786ba5fa41053a7bb809287;added testResponse macro for inertia
;vuetified;https://api.github.com/repos/codeitlikemiley/vuetified;https://github.com/codeitlikemiley/vuetified/commit/5d78ec19ca766f4acf208a7a7ee38f8c425e0d2a;publish inertia config for test
;vuetified;https://api.github.com/repos/codeitlikemiley/vuetified;https://github.com/codeitlikemiley/vuetified/commit/0b4af9942530e9b4930c05a2efca1b5a28cfb1a6;added inertia test
;vuetified;https://api.github.com/repos/codeitlikemiley/vuetified;https://github.com/codeitlikemiley/vuetified/commit/10db71935cdd5438e842f9aac44007208296f151;update dependencies, for websocket and inertia test
;vue-api-query;https://api.github.com/repos/robsontenorio/vue-api-query;https://github.com/robsontenorio/vue-api-query/commit/7655803cb77954ea9587b75fdf0da688f113741d;test(model): config() method can merge request config recursively
;vue-api-query;https://api.github.com/repos/robsontenorio/vue-api-query;https://github.com/robsontenorio/vue-api-query/commit/46f7d5d9db626cba1042081ea22b1384d64f7c03;test(model): config() method can change request config
;vue-api-query;https://api.github.com/repos/robsontenorio/vue-api-query;https://github.com/robsontenorio/vue-api-query/commit/1cc17e200c3e6b5e1c662ab289499b1796bd9076;chore: test scripts
;vue-api-query;https://api.github.com/repos/robsontenorio/vue-api-query;https://github.com/robsontenorio/vue-api-query/commit/a6afe6cb389781f8e280d9e33ab16e352088f774;ci: update test-and-release workflow (#176)
;vue-koa-demo;https://api.github.com/repos/Molunerfinn/vue-koa-demo;https://github.com/Molunerfinn/vue-koa-demo/commit/5e04b8d834f1e2b800787f8494382bac2a96e38c;Updated: test file & readme
;vue-koa-demo;https://api.github.com/repos/Molunerfinn/vue-koa-demo;https://github.com/Molunerfinn/vue-koa-demo/commit/3ae12d4926950d5d65480ba44ba18e63029621b7;Finished: todolist FE part test
;vue-koa-demo;https://api.github.com/repos/Molunerfinn/vue-koa-demo;https://github.com/Molunerfinn/vue-koa-demo/commit/e4809a6e02d2eebc1227932145645aa4729c0912;Finished: login page test
;vue-koa-demo;https://api.github.com/repos/Molunerfinn/vue-koa-demo;https://github.com/Molunerfinn/vue-koa-demo/commit/e86d3693825bafdfd7aaa7fca091d44e9a44aa6f;Updated: test desc
;vue-koa-demo;https://api.github.com/repos/Molunerfinn/vue-koa-demo;https://github.com/Molunerfinn/vue-koa-demo/commit/51f4dc87a2b0a8c0bf8651bcb32ff931fe36f789;Fixed: test coverage & jest config
;vue-koa-demo;https://api.github.com/repos/Molunerfinn/vue-koa-demo;https://github.com/Molunerfinn/vue-koa-demo/commit/4e0e011918fdab7eb1ffb5666be34b8bf3087036;Fixed: the test desc word
;vue-koa-demo;https://api.github.com/repos/Molunerfinn/vue-koa-demo;https://github.com/Molunerfinn/vue-koa-demo/commit/6ef61792efaf00acc07fcbb03adab8b48435e91c;Finished: server test
;vue-koa-demo;https://api.github.com/repos/Molunerfinn/vue-koa-demo;https://github.com/Molunerfinn/vue-koa-demo/commit/0d353a19529e524b71ae845c3863e3c1a6ae4bce;Added: login test
;rfcs;https://api.github.com/repos/vuejs/rfcs;https://github.com/vuejs/rfcs/commit/3c2bb56330bb01b0c5f87d853b91ba1dfe02af26;"VueTestUtils 2 API proposal for Vue 3 (#161)

Co-authored-by: Eduardo San Martin Morote <posva@users.noreply.github.com>"
;vue-interview;https://api.github.com/repos/57code/vue-interview;https://github.com/57code/vue-interview/commit/fda342548d7ce3b9247df4e868b440541fb1b9f0;test ci
;vue-plyr;https://api.github.com/repos/redxtech/vue-plyr;https://github.com/redxtech/vue-plyr/commit/c3823208d6f852fb4e2fd6ce906eb0983dcab7d3;remove testing
;vue3-sfc-loader;https://api.github.com/repos/FranckFreiburger/vue3-sfc-loader;https://github.com/FranckFreiburger/vue3-sfc-loader/commit/c62d238760ee276c3addbae62021b1a143af5502;wip(tests): update
;vue3-sfc-loader;https://api.github.com/repos/FranckFreiburger/vue3-sfc-loader;https://github.com/FranckFreiburger/vue3-sfc-loader/commit/3501d21a4fd4e0b0d1348208eeca0304bee3a88f;wip(tests): update for IE11 testing
;vue3-sfc-loader;https://api.github.com/repos/FranckFreiburger/vue3-sfc-loader;https://github.com/FranckFreiburger/vue3-sfc-loader/commit/9b1e2fb7130f740cb824e5643ed6c0221403ef43;wip(tests): mix minor synchronization issue
;vue3-sfc-loader;https://api.github.com/repos/FranckFreiburger/vue3-sfc-loader;https://github.com/FranckFreiburger/vue3-sfc-loader/commit/42118257151a328902b7c666c7b89f172cb2947c;"wip(tests): update 'should pass vue-template-es2015-compiler test ""arg spread""' test"
;vue-promised;https://api.github.com/repos/posva/vue-promised;https://github.com/posva/vue-promised/commit/11b111146fc43cee94552d4f6b4cd21d3250bffe;test: ignore non test files
;typora-vue-theme;https://api.github.com/repos/blinkfox/typora-vue-theme;https://github.com/blinkfox/typora-vue-theme/commit/da5f9597ef915dccf16c51c626405631f5ad7cca;Merged latest fix to lednerb branch
;vue-dplayer;https://api.github.com/repos/MoePlayer/vue-dplayer;https://github.com/MoePlayer/vue-dplayer/commit/391252eb9aa6911e58cc080edf69586a14a90ec4;update to the latest dplayer
;vue-snotify;https://api.github.com/repos/artemsky/vue-snotify;https://github.com/artemsky/vue-snotify/commit/6ceef59d7c05056492d4349a63e31e62b9339b2c;chore: put aside on max z-index to test backdrop disapearance
;vue-shortkey;https://api.github.com/repos/iFgR/vue-shortkey;https://github.com/iFgR/vue-shortkey/commit/c72dfad809ddeed81d12a5614bbc3e0dcced6e09;test: short key Backspace
;vue-shortkey;https://api.github.com/repos/iFgR/vue-shortkey;https://github.com/iFgR/vue-shortkey/commit/26377ecaa8a0abd42576ef92fb2570fd2dd9c8e7;Fix production test to run in JsFiddle
;vue-shortkey;https://api.github.com/repos/iFgR/vue-shortkey;https://github.com/iFgR/vue-shortkey/commit/67d94e449ca2ad9852a6e8052afc051fc1d8e7cb;input wasn't self closing in a new test
;chakra-ui-vue;https://api.github.com/repos/chakra-ui/chakra-ui-vue;https://github.com/chakra-ui/chakra-ui-vue/commit/55a73e977a1fbd12fd3ff796a8c0bf5a2bbef6c5;test: update snapshot
;chakra-ui-vue;https://api.github.com/repos/chakra-ui/chakra-ui-vue;https://github.com/chakra-ui/chakra-ui-vue/commit/a62d60e27e6a35df0ce7d6be7886bb4f7e4a2148;chore: update chakra-ui/styled-system to latest
;vue2vis;https://api.github.com/repos/alexcode/vue2vis;https://github.com/alexcode/vue2vis/commit/27c2cc499200d326b7e1c21c8250f439aa801cd9;"test(graph2d, network, timeline, utils): setup jest

Setup jest to run tests for all packages"
;vue-testing-handbook;https://api.github.com/repos/lmiller1990/vue-testing-handbook;https://github.com/lmiller1990/vue-testing-handbook/commit/6408e26ad18790811c3d792b60d43884d82dd44c;"docs: Add jest.config to initial setup (#197)

* add additional setup: change jest config

* add: ensure config includes setupFiles if test fails"
;vue-testing-handbook;https://api.github.com/repos/lmiller1990/vue-testing-handbook;https://github.com/lmiller1990/vue-testing-handbook/commit/fcdee618b3d406ff06e5aa2a4ecbb611848d728b;"fix typo unit:pass -> test:unit (#192)

* fix typo unit:pass -> test:unit

* revert(assets): revert assets

* fix(md): fix typo unit:test -> test:unit

* revert(html): revert html changes

* revert(docs): finally revert assets

Co-authored-by: Vasilii Mikhailovskii <mihajlovskij@alkor.co.ru>
Co-authored-by: webistomin <webistomin@gmail.com>"
;vue-testing-handbook;https://api.github.com/repos/lmiller1990/vue-testing-handbook;https://github.com/lmiller1990/vue-testing-handbook/commit/048f6650e2a2778500e7034daa3c22a63473de7d;"Add composition api docs (#183)

* add more context for call in computed properties

* Apply suggestions from code review

* Just updating a spelling mistake

* Demo app vue 3 -  Parent visible (#181)

* add more context for call in computed properties

* fix(test): Test for parent visibility using isVisible

Co-authored-by: Lachlan Miller <lachlan.miller.1990@outlook.com>

* add more context for call in computed properties

* Add more context in computed properties (#179)

* add more context for call in computed properties

* Apply suggestions from code review

Co-authored-by: Lachlan Miller <lachlan.miller.1990@outlook.com>

* feat(docs): Add composition api

* feat(doc): Minor touches for docs

* feat(docs): Rework text for composition api

* Update setting-up-for-tdd.md

Co-authored-by: Lachlan Miller <lachlan.miller.1990@outlook.com>"
;vue-testing-handbook;https://api.github.com/repos/lmiller1990/vue-testing-handbook;https://github.com/lmiller1990/vue-testing-handbook/commit/1208f0c73366022467998ebe9c8c8e215a958b15;"Vue3 index typo (#182)

* add more context for call in computed properties

* Apply suggestions from code review

* Just updating a spelling mistake

* Demo app vue 3 -  Parent visible (#181)

* add more context for call in computed properties

* fix(test): Test for parent visibility using isVisible

Co-authored-by: Lachlan Miller <lachlan.miller.1990@outlook.com>

* add more context for call in computed properties

* feat(docs): Fix spelling

Co-authored-by: Lachlan Miller <lachlan.miller.1990@outlook.com>"
;vue-testing-handbook;https://api.github.com/repos/lmiller1990/vue-testing-handbook;https://github.com/lmiller1990/vue-testing-handbook/commit/1d71686c7d80d5d2458c09f2bd09915ece3e6f8e;"Demo app vue 3 -  Parent visible (#181)

* add more context for call in computed properties

* fix(test): Test for parent visibility using isVisible

Co-authored-by: Lachlan Miller <lachlan.miller.1990@outlook.com>"
;vue-tap;https://api.github.com/repos/MeCKodo/vue-tap;https://github.com/MeCKodo/vue-tap/commit/b1a76ca70b9efc57ad932647107d44a20f80cf6a;test: vue 2.5.2
;materio-vuetify-vuejs-admin-template-free;https://api.github.com/repos/themeselection/materio-vuetify-vuejs-admin-template-free;https://github.com/themeselection/materio-vuetify-vuejs-admin-template-free/commit/a3d51dc8ebc7df47671387cf425f387abd9fb435;feat(action): Handle new issue comment action updated to latest
;vuet;https://api.github.com/repos/medatc/vuet;https://github.com/medatc/vuet/commit/54a7aa0523cc605592c05cbdf8acec5a1f571536;test:util
;vuet;https://api.github.com/repos/medatc/vuet;https://github.com/medatc/vuet/commit/2ed05f871de5a2a064a59e4a1dc30ea8c48ee54c;fix:test
;vuet;https://api.github.com/repos/medatc/vuet;https://github.com/medatc/vuet/commit/d6b1d4dd8aef12c4a71a3f8873128688c6a158c2;feat:test
;veui;https://api.github.com/repos/ecomfe/veui;https://github.com/ecomfe/veui/commit/f5eb1474af34ed3eb15cd66aee09618644dda212;test: fix field/fieldset/form test cases
;veui;https://api.github.com/repos/ecomfe/veui;https://github.com/ecomfe/veui/commit/afa688d01a1d79c1af2a39b63c78aee536f66bf7;test: set 10s timeout for all suites
;veui;https://api.github.com/repos/ecomfe/veui;https://github.com/ecomfe/veui/commit/7151a6a1c31b5e82fa1c3039662dd2961cf9cbaa;test: make alertbox test even more tolerant
;veui;https://api.github.com/repos/ecomfe/veui;https://github.com/ecomfe/veui/commit/48f6cbea724c1c64f8c429ed8e2ea7dd53732155;test: extend alertbox test timeout
;veui;https://api.github.com/repos/ecomfe/veui;https://github.com/ecomfe/veui/commit/a85b00a43390208fc220f3a3b7f51f899eed1e36;test: add test cases for sidebar
;veui;https://api.github.com/repos/ecomfe/veui;https://github.com/ecomfe/veui/commit/40a8db54bdef912efc547389c886551522002ef2;test: add test cases for Sidenav
;vue2-iview2-admin;https://api.github.com/repos/hanjiangxueying/vue2-iview2-admin;https://github.com/hanjiangxueying/vue2-iview2-admin/commit/b76243e6504212a8eba4656d227bbec036c43491;TEST COPY TO CLIPBOARD ...
;vue-recaptcha;https://api.github.com/repos/DanSnow/vue-recaptcha;https://github.com/DanSnow/vue-recaptcha/commit/a742ef2eac8bcfb60ea9ab39491432788079b696;"Merge pull request #799 from DanSnow/renovate/vue-test-utils-2.x

chore(deps): update dependency @vue/test-utils to v2.0.0-rc.21"
;vue-recaptcha;https://api.github.com/repos/DanSnow/vue-recaptcha;https://github.com/DanSnow/vue-recaptcha/commit/7f1ec65778e6e1510379da17af8ac5482adb8578;chore(deps): update dependency @vue/test-utils to v2.0.0-rc.21
;vue-threejs;https://api.github.com/repos/fritx/vue-threejs;https://github.com/fritx/vue-threejs/commit/6c7f4632f22365a219eb9b67daf7b87551f57a22;"fix: test case for ""watch props"""
;vue-threejs;https://api.github.com/repos/fritx/vue-threejs;https://github.com/fritx/vue-threejs/commit/cba68d92fb6a259c612164ec25cf42241026b17c;wip: legacy karma test migrated
;vue-threejs;https://api.github.com/repos/fritx/vue-threejs;https://github.com/fritx/vue-threejs/commit/0edefead61b50e0018c15500b63dd042e5c38f65;wip: includes jest & test-utils
;vue-threejs;https://api.github.com/repos/fritx/vue-threejs;https://github.com/fritx/vue-threejs/commit/a206e277629036858f10999b920bfc8a4bee91f6;wip: migrated deps and scripts, also dropped karma-test parts in favor of later approach
;framework7-vue;https://api.github.com/repos/framework7io/framework7-vue;https://github.com/framework7io/framework7-vue/commit/5c90416cc8902e7cdad77f39a9eb8a9bcb8c4ad3;"Merge pull request #419 from framework7io/greenkeeper/rollup-plugin-vue-4.0.1

Update rollup-plugin-vue to the latest version 🚀"
;framework7-vue;https://api.github.com/repos/framework7io/framework7-vue;https://github.com/framework7io/framework7-vue/commit/2b7f67867ad062da51224b7a0d54362fbc265c8b;"Merge pull request #409 from framework7io/greenkeeper/rollup-0.58.0

Update rollup to the latest version 🚀"
